Individual,Morph,Start  date,Event ,Cell,Date,Day,Sex,Clutch,Cohort,Combi_cohort,
FSB 3,Benthic,20/10/2021,iridophores at site of end second aggregation ,Iridophores,,,F,,d yolk_deep,yolk,
FSB 3,Benthic,20/10/2021,iridophores aggregate at end second aggregation ,Iridophores,,,F,,d yolk_deep,yolk,
FSB 3,Benthic,20/10/2021,dot xanthophores accumulate at site of end second aggregation,Xanthophore,,,F,,d yolk_deep,yolk,
FSB 4,Benthic,20/10/2021,xanthophores in fin,Xanthophore,20/10/2021,0,F,,d yolk_deep,yolk,
FSB 4,Benthic,20/10/2021,iridophores in fin,Iridophores,20/10/2021,0,F,,d yolk_deep,yolk,
FSB 4,Benthic,20/10/2021,iridophores 4-5,Iridophores,22/10/2021,2,F,,d yolk_deep,yolk,
FSB 4,Benthic,20/10/2021,associations 3-5,Iridophores,28/10/2021,8,F,,d yolk_deep,yolk,
FSB 4,Benthic,20/10/2021,iridophores aggregate 3-5,Iridophores,01/11/2021,12,F,,d yolk_deep,yolk,
FSB 4,Benthic,20/10/2021,iridophores 5-6,Iridophores,,,F,,d yolk_deep,yolk,
FSB 4,Benthic,20/10/2021,dot xanthophores beyond 4,Xanthophore,,,F,,d yolk_deep,yolk,
FSB 4,Benthic,20/10/2021,iridophores at 7,Iridophores,25/10/2021,5,F,,d yolk_deep,yolk,
FSB 4,Benthic,20/10/2021,iridophores at next (temp) aggregation,Iridophores,25/10/2021,5,F,,d yolk_deep,yolk,
FSB 4,Benthic,20/10/2021,iridophores at site of end second aggregation ,Iridophores,18/11/2021,29,F,,d yolk_deep,yolk,
FSB 4,Benthic,20/10/2021,associations end second aggregation,Iridophores,29/11/2021,40,F,,d yolk_deep,yolk,
FSB 4,Benthic,20/10/2021,iridophores aggregate at end second aggregation ,Iridophores,,,F,,d yolk_deep,yolk,
FSB 4,Benthic,20/10/2021,dot xanthophores accumulate at site of end second aggregation,Xanthophore,,,F,,d yolk_deep,yolk,
FSB 5,Benthic,20/10/2021,xanthophores in fin,Xanthophore,20/10/2021,0,M,,d yolk_deep,yolk,
FSB 5,Benthic,20/10/2021,iridophores in fin,Iridophores,20/10/2021,0,M,,d yolk_deep,yolk,
FSB 5,Benthic,20/10/2021,iridophores 4-5,Iridophores,22/10/2021,2,M,,d yolk_deep,yolk,
FSB 5,Benthic,20/10/2021,associations 3-5,Iridophores,01/11/2021,12,M,,d yolk_deep,yolk,
FSB 5,Benthic,20/10/2021,iridophores aggregate 3-5,Iridophores,01/11/2021,12,M,,d yolk_deep,yolk,
FSB 5,Benthic,20/10/2021,iridophores 5-6,Iridophores,,,M,,d yolk_deep,yolk,
FSB 5,Benthic,20/10/2021,dot xanthophores beyond 4,Xanthophore,,,M,,d yolk_deep,yolk,
FSB 5,Benthic,20/10/2021,iridophores at 7,Iridophores,25/10/2021,5,M,,d yolk_deep,yolk,
FSB 5,Benthic,20/10/2021,iridophores at next (temp) aggregation,Iridophores,25/10/2021,5,M,,d yolk_deep,yolk,
FSB 5,Benthic,20/10/2021,iridophores at site of end second aggregation ,Iridophores,,,M,,d yolk_deep,yolk,
FSB 5,Benthic,20/10/2021,associations end second aggregation,Iridophores,,,M,,d yolk_deep,yolk,
FSB 5,Benthic,20/10/2021,iridophores aggregate at end second aggregation ,Iridophores,,,M,,d yolk_deep,yolk,
FSB 5,Benthic,20/10/2021,dot xanthophores accumulate at site of end second aggregation,Xanthophore,,,M,,d yolk_deep,yolk,
FSB 6,Benthic,20/10/2021,xanthophores in fin,Xanthophore,20/10/2021,0,M,,d yolk_deep,yolk,
FSB 6,Benthic,20/10/2021,iridophores in fin,Iridophores,20/10/2021,0,M,,d yolk_deep,yolk,
FSB 6,Benthic,20/10/2021,iridophores 4-5,Iridophores,22/10/2021,2,M,,d yolk_deep,yolk,
FSB 6,Benthic,20/10/2021,associations 3-5,Iridophores,28/10/2021,8,M,,d yolk_deep,yolk,
FSB 6,Benthic,20/10/2021,iridophores aggregate 3-5,Iridophores,28/10/2021,8,M,,d yolk_deep,yolk,
FSB 6,Benthic,20/10/2021,iridophores 5-6,Iridophores,,,M,,d yolk_deep,yolk,
FSB 6,Benthic,20/10/2021,dot xanthophores beyond 4,Xanthophore,,,M,,d yolk_deep,yolk,
FSB 6,Benthic,20/10/2021,iridophores at 7,Iridophores,25/10/2021,5,M,,d yolk_deep,yolk,
FSB 6,Benthic,20/10/2021,iridophores at next (temp) aggregation,Iridophores,25/10/2021,5,M,,d yolk_deep,yolk,
FSB 6,Benthic,20/10/2021,iridophores at site of end second aggregation ,Iridophores,25/10/2021,5,M,,d yolk_deep,yolk,
FSB 6,Benthic,20/10/2021,associations end second aggregation,Iridophores,28/10/2021,8,M,,d yolk_deep,yolk,
FSB 6,Benthic,20/10/2021,iridophores aggregate at end second aggregation ,Iridophores,01/11/2021,12,M,,d yolk_deep,yolk,
FSB 6,Benthic,20/10/2021,dot xanthophores accumulate at site of end second aggregation,Xanthophore,,,M,,d yolk_deep,yolk,
FSB 8,Benthic,20/10/2021,xanthophores in fin,Xanthophore,20/10/2021,0,M,,d yolk_deep,yolk,
FSB 8,Benthic,20/10/2021,iridophores in fin,Iridophores,.,,M,,d yolk_deep,yolk,
FSB 8,Benthic,20/10/2021,iridophores 4-5,Iridophores,.,,M,,d yolk_deep,yolk,
FSB 8,Benthic,20/10/2021,associations 3-5,Iridophores,.,,M,,d yolk_deep,yolk,
FSB 8,Benthic,20/10/2021,iridophores aggregate 3-5,Iridophores,.,,M,,d yolk_deep,yolk,
FSB 8,Benthic,20/10/2021,iridophores 5-6,Iridophores,.,,M,,d yolk_deep,yolk,
FSB 8,Benthic,20/10/2021,dot xanthophores beyond 4,Xanthophore,.,,M,,d yolk_deep,yolk,
FSB 8,Benthic,20/10/2021,iridophores at 7,Iridophores,.,,M,,d yolk_deep,yolk,
FSB 8,Benthic,20/10/2021,iridophores at next (temp) aggregation,Iridophores,24/11/2021,35,M,,d yolk_deep,yolk,
FSB 8,Benthic,20/10/2021,iridophores at site of end second aggregation ,Iridophores,09/12/2021,50,M,,d yolk_deep,yolk,
FSB 8,Benthic,20/10/2021,associations end second aggregation,Iridophores,09/12/2021,50,M,,d yolk_deep,yolk,
FSB 8,Benthic,20/10/2021,iridophores aggregate at end second aggregation ,Iridophores,09/12/2021,50,M,,d yolk_deep,yolk,
FSB 8,Benthic,20/10/2021,dot xanthophores accumulate at site of end second aggregation,Xanthophore,09/12/2021,50,M,,d yolk_deep,yolk,
FSB 10,Benthic,20/10/2021,xanthophores in fin,Xanthophore,.,,M,,d yolk_deep,yolk,
FSB 10,Benthic,20/10/2021,iridophores in fin,Iridophores,.,,M,,d yolk_deep,yolk,
FSB 10,Benthic,20/10/2021,iridophores 4-5,Iridophores,.,,M,,d yolk_deep,yolk,
FSB 10,Benthic,20/10/2021,associations 3-5,Iridophores,.,,M,,d yolk_deep,yolk,
FSB 10,Benthic,20/10/2021,iridophores aggregate 3-5,Iridophores,.,,M,,d yolk_deep,yolk,
FSB 10,Benthic,20/10/2021,iridophores 5-6,Iridophores,.,,M,,d yolk_deep,yolk,
FSB 10,Benthic,20/10/2021,dot xanthophores beyond 4,Xanthophore,.,,M,,d yolk_deep,yolk,
FSB 10,Benthic,20/10/2021,iridophores at 7,Iridophores,.,,M,,d yolk_deep,yolk,
FSB 10,Benthic,20/10/2021,iridophores at next (temp) aggregation,Iridophores,.,,M,,d yolk_deep,yolk,
FSB 10,Benthic,20/10/2021,iridophores at site of end second aggregation ,Iridophores,.,,M,,d yolk_deep,yolk,
FSB 10,Benthic,20/10/2021,associations end second aggregation,Iridophores,.,,M,,d yolk_deep,yolk,
FSB 10,Benthic,20/10/2021,iridophores aggregate at end second aggregation ,Iridophores,.,,M,,d yolk_deep,yolk,
FSB 10,Benthic,20/10/2021,dot xanthophores accumulate at site of end second aggregation,Xanthophore,.,,M,,d yolk_deep,yolk,
FSL 1,Littoral,13/08/2021,light contracting xanthophores in fin,Xanthophore,,,M,,c yolk_shallow,,
FSL 1,Littoral,13/08/2021,uncontracting xanthophores in fin,Xanthophore,,,M,,c yolk_shallow,,
FSL 1,Littoral,13/08/2021,dark contracting associated xanthophores in spot,Xanthophore,22/08/2021,9,M,,c yolk_shallow,,
FSL 1,Littoral,13/08/2021,dark contracting unassociated xanthophores elsewhere in fin,Xanthophore,22/08/2021,9,M,,c yolk_shallow,,
FSL 1,Littoral,13/08/2021,dark contracting unassociated xanthophores widespread elsewhere in fin,Xanthophore,,,M,,c yolk_shallow,,
FSL 2,Littoral,13/08/2021,light contracting xanthophores in fin,Xanthophore,,,M,,c yolk_shallow,,
FSL 2,Littoral,13/08/2021,uncontracting xanthophores in fin,Xanthophore,,,M,,c yolk_shallow,,
FSL 2,Littoral,13/08/2021,dark contracting associated xanthophores in spot,Xanthophore,27/08/2021,14,M,,c yolk_shallow,,
FSL 2,Littoral,13/08/2021,dark contracting unassociated xanthophores elsewhere in fin,Xanthophore,22/08/2021,9,M,,c yolk_shallow,,
FSL 2,Littoral,13/08/2021,dark contracting unassociated xanthophores widespread elsewhere in fin,Xanthophore,,,M,,c yolk_shallow,,
FSL 3,Littoral,13/08/2021,light contracting xanthophores in fin,Xanthophore,13/08/2021,0,M,,c yolk_shallow,,
FSL 3,Littoral,13/08/2021,uncontracting xanthophores in fin,Xanthophore,13/08/2021,0,M,,c yolk_shallow,,
FSL 3,Littoral,13/08/2021,dark contracting associated xanthophores in spot,Xanthophore,22/08/2021,9,M,,c yolk_shallow,,
FSL 3,Littoral,13/08/2021,dark contracting unassociated xanthophores elsewhere in fin,Xanthophore,06/09/2021,24,M,,c yolk_shallow,,
FSL 3,Littoral,13/08/2021,dark contracting unassociated xanthophores widespread elsewhere in fin,Xanthophore,,,M,,c yolk_shallow,,
FSL 4,Littoral,13/08/2021,light contracting xanthophores in fin,Xanthophore,13/08/2021,0,F,,c yolk_shallow,,
FSL 4,Littoral,13/08/2021,uncontracting xanthophores in fin,Xanthophore,13/08/2021,0,F,,c yolk_shallow,,
FSL 4,Littoral,13/08/2021,dark contracting associated xanthophores in spot,Xanthophore,19/08/2021,6,F,,c yolk_shallow,,
FSL 4,Littoral,13/08/2021,dark contracting unassociated xanthophores elsewhere in fin,Xanthophore,13/08/2021,0,F,,c yolk_shallow,,
FSL 4,Littoral,13/08/2021,dark contracting unassociated xanthophores widespread elsewhere in fin,Xanthophore,,,F,,c yolk_shallow,,
FSL 5,Littoral,13/08/2021,light contracting xanthophores in fin,Xanthophore,13/08/2021,0,M,,c yolk_shallow,,
FSL 5,Littoral,13/08/2021,uncontracting xanthophores in fin,Xanthophore,16/08/2021,3,M,,c yolk_shallow,,
FSL 5,Littoral,13/08/2021,dark contracting associated xanthophores in spot,Xanthophore,19/08/2021,6,M,,c yolk_shallow,,
FSL 5,Littoral,13/08/2021,dark contracting unassociated xanthophores elsewhere in fin,Xanthophore,19/08/2021,6,M,,c yolk_shallow,,
FSL 5,Littoral,13/08/2021,dark contracting unassociated xanthophores widespread elsewhere in fin,Xanthophore,01/10/2021,49,M,,c yolk_shallow,,
FSL 6,Littoral,13/08/2021,light contracting xanthophores in fin,Xanthophore,13/08/2021,0,F,,c yolk_shallow,,
FSL 6,Littoral,13/08/2021,uncontracting xanthophores in fin,Xanthophore,16/08/2021,3,F,,c yolk_shallow,,
FSL 6,Littoral,13/08/2021,dark contracting associated xanthophores in spot,Xanthophore,27/08/2021,14,F,,c yolk_shallow,,
FSL 6,Littoral,13/08/2021,dark contracting unassociated xanthophores elsewhere in fin,Xanthophore,16/08/2021,3,F,,c yolk_shallow,,
FSL 6,Littoral,13/08/2021,dark contracting unassociated xanthophores widespread elsewhere in fin,Xanthophore,17/09/2021,35,F,,c yolk_shallow,,
FSL 7,Littoral,13/08/2021,light contracting xanthophores in fin,Xanthophore,13/08/2021,0,M,,c yolk_shallow,,
FSL 7,Littoral,13/08/2021,uncontracting xanthophores in fin,Xanthophore,13/08/2021,0,M,,c yolk_shallow,,
FSL 7,Littoral,13/08/2021,dark contracting associated xanthophores in spot,Xanthophore,01/09/2021,19,M,,c yolk_shallow,,
FSL 7,Littoral,13/08/2021,dark contracting unassociated xanthophores elsewhere in fin,Xanthophore,27/08/2021,14,M,,c yolk_shallow,,
FSL 7,Littoral,13/08/2021,dark contracting unassociated xanthophores widespread elsewhere in fin,Xanthophore,,,M,,c yolk_shallow,,
FSL 8,Littoral,13/08/2021,light contracting xanthophores in fin,Xanthophore,,,F,,c yolk_shallow,,
FSL 8,Littoral,13/08/2021,uncontracting xanthophores in fin,Xanthophore,,,F,,c yolk_shallow,,
FSL 8,Littoral,13/08/2021,dark contracting associated xanthophores in spot,Xanthophore,,,F,,c yolk_shallow,,
FSL 8,Littoral,13/08/2021,dark contracting unassociated xanthophores elsewhere in fin,Xanthophore,,,F,,c yolk_shallow,,
FSL 8,Littoral,13/08/2021,dark contracting unassociated xanthophores widespread elsewhere in fin,Xanthophore,,,F,,c yolk_shallow,,
FSB 1,Benthic,20/10/2021,light contracting xanthophores in fin,Xanthophore,20/10/2021,0,F,,d yolk_deep,,
FSB 1,Benthic,20/10/2021,uncontracting xanthophores in fin,Xanthophore,20/10/2021,0,F,,d yolk_deep,,
FSB 1,Benthic,20/10/2021,dark contracting associated xanthophores in spot,Xanthophore,28/10/2021,8,F,,d yolk_deep,,
FSB 1,Benthic,20/10/2021,dark contracting unassociated xanthophores elsewhere in fin,Xanthophore,28/10/2021,8,F,,d yolk_deep,,
FSB 1,Benthic,20/10/2021,dark contracting unassociated xanthophores widespread elsewhere in fin,Xanthophore,18/11/2021,29,F,,d yolk_deep,,
FSB 2,Benthic,20/10/2021,light contracting xanthophores in fin,Xanthophore,20/10/2021,0,M,,d yolk_deep,,
FSB 2,Benthic,20/10/2021,uncontracting xanthophores in fin,Xanthophore,22/10/2021,2,M,,d yolk_deep,,
FSB 2,Benthic,20/10/2021,dark contracting associated xanthophores in spot,Xanthophore,28/10/2021,8,M,,d yolk_deep,,
FSB 2,Benthic,20/10/2021,dark contracting unassociated xanthophores elsewhere in fin,Xanthophore,28/10/2021,8,M,,d yolk_deep,,
FSB 2,Benthic,20/10/2021,dark contracting unassociated xanthophores widespread elsewhere in fin,Xanthophore,18/11/2021,29,M,,d yolk_deep,,
FSB 3,Benthic,20/10/2021,light contracting xanthophores in fin,Xanthophore,20/10/2021,0,F,,d yolk_deep,,
FSB 3,Benthic,20/10/2021,uncontracting xanthophores in fin,Xanthophore,22/10/2021,2,F,,d yolk_deep,,
FSB 3,Benthic,20/10/2021,dark contracting associated xanthophores in spot,Xanthophore,28/10/2021,8,F,,d yolk_deep,,
FSB 3,Benthic,20/10/2021,dark contracting unassociated xanthophores elsewhere in fin,Xanthophore,28/10/2021,8,F,,d yolk_deep,,
FSB 3,Benthic,20/10/2021,dark contracting unassociated xanthophores widespread elsewhere in fin,Xanthophore,18/11/2021,29,F,,d yolk_deep,,
FSB 4,Benthic,20/10/2021,light contracting xanthophores in fin,Xanthophore,20/10/2021,0,F,,d yolk_deep,,
FSB 4,Benthic,20/10/2021,uncontracting xanthophores in fin,Xanthophore,22/10/2021,2,F,,d yolk_deep,,
FSB 4,Benthic,20/10/2021,dark contracting associated xanthophores in spot,Xanthophore,28/10/2021,8,F,,d yolk_deep,,
FSB 4,Benthic,20/10/2021,dark contracting unassociated xanthophores elsewhere in fin,Xanthophore,25/10/2021,5,F,,d yolk_deep,,
FSB 4,Benthic,20/10/2021,dark contracting unassociated xanthophores widespread elsewhere in fin,Xanthophore,24/11/2021,35,F,,d yolk_deep,,
FSB 5,Benthic,20/10/2021,light contracting xanthophores in fin,Xanthophore,20/10/2021,0,M,,d yolk_deep,,
FSB 5,Benthic,20/10/2021,uncontracting xanthophores in fin,Xanthophore,22/10/2021,2,M,,d yolk_deep,,
FSB 5,Benthic,20/10/2021,dark contracting associated xanthophores in spot,Xanthophore,01/11/2021,12,M,,d yolk_deep,,
FSB 5,Benthic,20/10/2021,dark contracting unassociated xanthophores elsewhere in fin,Xanthophore,28/10/2021,8,M,,d yolk_deep,,
FSB 5,Benthic,20/10/2021,dark contracting unassociated xanthophores widespread elsewhere in fin,Xanthophore,,,M,,d yolk_deep,,
FSB 6,Benthic,20/10/2021,light contracting xanthophores in fin,Xanthophore,20/10/2021,0,M,,d yolk_deep,,
FSB 6,Benthic,20/10/2021,uncontracting xanthophores in fin,Xanthophore,22/10/2021,2,M,,d yolk_deep,,
FSB 6,Benthic,20/10/2021,dark contracting associated xanthophores in spot,Xanthophore,28/10/2021,8,M,,d yolk_deep,,
FSB 6,Benthic,20/10/2021,dark contracting unassociated xanthophores elsewhere in fin,Xanthophore,25/10/2021,5,M,,d yolk_deep,,
FSB 6,Benthic,20/10/2021,dark contracting unassociated xanthophores widespread elsewhere in fin,Xanthophore,,,M,,d yolk_deep,,
FSB 8,Benthic,20/10/2021,light contracting xanthophores in fin,Xanthophore,20/10/2021,0,M,,d yolk_deep,,
FSB 8,Benthic,20/10/2021,uncontracting xanthophores in fin,Xanthophore,20/10/2021,0,M,,d yolk_deep,,
FSB 8,Benthic,20/10/2021,dark contracting associated xanthophores in spot,Xanthophore,,,M,,d yolk_deep,,
FSB 8,Benthic,20/10/2021,dark contracting unassociated xanthophores elsewhere in fin,Xanthophore,,,M,,d yolk_deep,,
FSB 8,Benthic,20/10/2021,dark contracting unassociated xanthophores widespread elsewhere in fin,Xanthophore,18/11/2021,29,M,,d yolk_deep,,
FSB 10,Benthic,20/10/2021,light contracting xanthophores in fin,Xanthophore,,,M,,d yolk_deep,,
FSB 10,Benthic,20/10/2021,uncontracting xanthophores in fin,Xanthophore,,,M,,d yolk_deep,,
FSB 10,Benthic,20/10/2021,dark contracting associated xanthophores in spot,Xanthophore,,,M,,d yolk_deep,,
FSB 10,Benthic,20/10/2021,dark contracting unassociated xanthophores elsewhere in fin,Xanthophore,,,M,,d yolk_deep,,
FSB 10,Benthic,20/10/2021,dark contracting unassociated xanthophores widespread elsewhere in fin,Xanthophore,24/11/2021,35,M,,d yolk_deep,,
DA 1,Benthic,07/07/2022,light contracting xanthophores in fin,Xanthophore,,,F,,b socialised_deep,,
DA 1,Benthic,07/07/2022,uncontracting xanthophores in fin,Xanthophore,,,F,,b socialised_deep,,
DA 1,Benthic,07/07/2022,dark contracting associated xanthophores in spot,Xanthophore,,,F,,b socialised_deep,,
DA 1,Benthic,07/07/2022,dark contracting unassociated xanthophores elsewhere in fin,Xanthophore,,,F,,b socialised_deep,,
DA 1,Benthic,07/07/2022,dark contracting unassociated xanthophores widespread elsewhere in fin,Xanthophore,12/07/2022,5,F,,b socialised_deep,,
DA 2,Benthic,07/07/2022,light contracting xanthophores in fin,Xanthophore,,,M,,b socialised_deep,,
DA 2,Benthic,07/07/2022,uncontracting xanthophores in fin,Xanthophore,,,M,,b socialised_deep,,
DA 2,Benthic,07/07/2022,dark contracting associated xanthophores in spot,Xanthophore,,,M,,b socialised_deep,,
DA 2,Benthic,07/07/2022,dark contracting unassociated xanthophores elsewhere in fin,Xanthophore,,,M,,b socialised_deep,,
DA 2,Benthic,07/07/2022,dark contracting unassociated xanthophores widespread elsewhere in fin,Xanthophore,28/09/2022,83,M,,b socialised_deep,,
DA 3,Benthic,07/07/2022,light contracting xanthophores in fin,Xanthophore,,,F,,b socialised_deep,,
DA 3,Benthic,07/07/2022,uncontracting xanthophores in fin,Xanthophore,,,F,,b socialised_deep,,
DA 3,Benthic,07/07/2022,dark contracting associated xanthophores in spot,Xanthophore,,,F,,b socialised_deep,,
DA 3,Benthic,07/07/2022,dark contracting unassociated xanthophores elsewhere in fin,Xanthophore,,,F,,b socialised_deep,,
DA 3,Benthic,07/07/2022,dark contracting unassociated xanthophores widespread elsewhere in fin,Xanthophore,21/08/2022,45,F,,b socialised_deep,,
DA 4,Benthic,07/07/2022,light contracting xanthophores in fin,Xanthophore,,,F,,b socialised_deep,,
DA 4,Benthic,07/07/2022,uncontracting xanthophores in fin,Xanthophore,,,F,,b socialised_deep,,
DA 4,Benthic,07/07/2022,dark contracting associated xanthophores in spot,Xanthophore,,,F,,b socialised_deep,,
DA 4,Benthic,07/07/2022,dark contracting unassociated xanthophores elsewhere in fin,Xanthophore,,,F,,b socialised_deep,,
DA 4,Benthic,07/07/2022,dark contracting unassociated xanthophores widespread elsewhere in fin,Xanthophore,01/08/2022,25,F,,b socialised_deep,,
DA 5,Benthic,07/07/2022,light contracting xanthophores in fin,Xanthophore,,,M,,b socialised_deep,,
DA 5,Benthic,07/07/2022,uncontracting xanthophores in fin,Xanthophore,,,M,,b socialised_deep,,
DA 5,Benthic,07/07/2022,dark contracting associated xanthophores in spot,Xanthophore,,,M,,b socialised_deep,,
DA 5,Benthic,07/07/2022,dark contracting unassociated xanthophores elsewhere in fin,Xanthophore,,,M,,b socialised_deep,,
DA 5,Benthic,07/07/2022,dark contracting unassociated xanthophores widespread elsewhere in fin,Xanthophore,12/07/2022,5,M,,b socialised_deep,,
DA 6,Benthic,07/07/2022,light contracting xanthophores in fin,Xanthophore,,,F,,b socialised_deep,,
DA 6,Benthic,07/07/2022,uncontracting xanthophores in fin,Xanthophore,,,F,,b socialised_deep,,
DA 6,Benthic,07/07/2022,dark contracting associated xanthophores in spot,Xanthophore,,,F,,b socialised_deep,,
DA 6,Benthic,07/07/2022,dark contracting unassociated xanthophores elsewhere in fin,Xanthophore,,,F,,b socialised_deep,,
DA 6,Benthic,07/07/2022,dark contracting unassociated xanthophores widespread elsewhere in fin,Xanthophore,12/07/2022,5,F,,b socialised_deep,,
DA 7,Benthic,07/07/2022,light contracting xanthophores in fin,Xanthophore,,,M,,b socialised_deep,,
DA 7,Benthic,07/07/2022,uncontracting xanthophores in fin,Xanthophore,,,M,,b socialised_deep,,
DA 7,Benthic,07/07/2022,dark contracting associated xanthophores in spot,Xanthophore,,,M,,b socialised_deep,,
DA 7,Benthic,07/07/2022,dark contracting unassociated xanthophores elsewhere in fin,Xanthophore,,,M,,b socialised_deep,,
